article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_1627,2024-08-04 09:00:00+00,0.0,0.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.028,0,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,7,8,7,"earnings,software"
id_1628,2024-09-05 09:00:00+00,0.5,0.3,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.029,1,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,8,9,8,"ai,hardware"
id_1629,2024-10-06 09:00:00+00,1.0,0.6,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.030000000000000002,-1,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,9,10,9,"earnings,software"
id_1630,2024-11-07 09:00:00+00,1.5,0.8999999999999999,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.031,0,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,11,10,"ai,hardware"
id_1631,2024-12-08 09:00:00+00,2.0,1.2,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.032,1,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,12,11,"earnings,software"
id_1632,2024-01-09 09:00:00+00,2.5,1.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.033,-1,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,2,13,12,"ai,hardware"
id_1633,2024-02-10 09:00:00+00,3.0,1.7999999999999998,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.034,0,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,3,14,13,"earnings,software"
id_1634,2024-03-11 09:00:00+00,3.5,2.1,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.035,1,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,4,15,14,"ai,hardware"
id_1635,2024-04-12 09:00:00+00,4.0,2.4,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.036000000000000004,-1,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,5,16,15,"earnings,software"
id_1636,2024-05-13 09:00:00+00,4.5,2.6999999999999997,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.037,0,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,6,17,16,"ai,hardware"
id_1637,2024-06-14 09:00:00+00,5.0,3.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.038,1,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,7,18,17,"earnings,software"
id_1638,2024-07-15 09:00:00+00,-5.0,3.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.039,-1,0.38,0.38,0.38,-0.62,-0.62,0.38,0.38,0.38,0.38,0.38,0.38,0.38,-0.62,-0.62,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,8,19,18,"ai,hardware"
id_1639,2024-08-16 09:00:00+00,-4.5,3.5999999999999996,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.04,0,0.39,0.39,0.39,-0.61,-0.61,0.39,0.39,0.39,0.39,0.39,0.39,0.39,-0.61,-0.61,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,9,20,19,"earnings,software"
id_1640,2024-09-17 09:00:00+00,-4.0,3.9,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.041,1,0.4,0.4,0.4,-0.6,-0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,-0.6,-0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,21,20,"ai,hardware"
id_1641,2024-10-18 09:00:00+00,-3.5,4.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.042,-1,0.41,0.41,0.41,-0.59,-0.59,0.41,0.41,0.41,0.41,0.41,0.41,0.41,-0.59,-0.59,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,22,21,"earnings,software"
id_1642,2024-11-19 09:00:00+00,-3.0,4.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.043000000000000003,0,0.42,0.42,0.42,-0.58,-0.58,0.42,0.42,0.42,0.42,0.42,0.42,0.42,-0.58,-0.58,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,2,23,22,"ai,hardware"
id_1643,2024-12-20 09:00:00+00,-2.5,-4.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.044,1,0.43,0.43,0.43,-0.57,-0.57,0.43,0.43,0.43,0.43,0.43,0.43,0.43,-0.57,-0.57,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,3,24,23,"earnings,software"
id_1644,2024-01-21 09:00:00+00,-2.0,-4.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.045,-1,0.44,0.44,0.44,-0.56,-0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.44,-0.56,-0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,4,25,24,"ai,hardware"
id_1645,2024-02-22 09:00:00+00,-1.5,-3.9,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.046,0,0.45,0.45,0.45,-0.55,-0.55,0.45,0.45,0.45,0.45,0.45,0.45,0.45,-0.55,-0.55,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,5,26,25,"earnings,software"
id_1646,2024-03-23 09:00:00+00,-1.0,-3.5999999999999996,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.047,1,0.46,0.46,0.46,-0.54,-0.54,0.46,0.46,0.46,0.46,0.46,0.46,0.46,-0.54,-0.54,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,6,27,26,"ai,hardware"
id_1647,2024-04-24 09:00:00+00,-0.5,-3.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.048,-1,0.47,0.47,0.47,-0.53,-0.53,0.47,0.47,0.47,0.47,0.47,0.47,0.47,-0.53,-0.53,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,7,28,27,"earnings,software"
id_1648,2024-05-25 09:00:00+00,0.0,-3.0,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.049,0,0.48,0.48,0.48,-0.52,-0.52,0.48,0.48,0.48,0.48,0.48,0.48,0.48,-0.52,-0.52,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,8,29,28,"ai,hardware"
id_1649,2024-06-26 09:00:00+00,0.5,-2.6999999999999997,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.05,1,0.49,0.49,0.49,-0.51,-0.51,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.51,-0.51,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,9,30,29,"earnings,software"
id_1650,2024-07-27 09:00:00+00,1.0,-2.4,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.051000000000000004,-1,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,31,30,"ai,hardware"
id_1651,2024-08-28 09:00:00+00,1.5,-2.1,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.052,0,0.51,0.51,0.51,-0.49,-0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,-0.49,-0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,1,32,31,"earnings,software"
id_1652,2024-09-01 09:00:00+00,2.0,-1.7999999999999998,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.053,1,0.52,0.52,0.52,-0.48,-0.48,0.52,0.52,0.52,0.52,0.52,0.52,0.52,-0.48,-0.48,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,2,33,32,"ai,hardware"
id_1653,2024-10-02 09:00:00+00,2.5,-1.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.054,-1,0.53,0.53,0.53,-0.47,-0.47,0.53,0.53,0.53,0.53,0.53,0.53,0.53,-0.47,-0.47,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,3,34,33,"earnings,software"
id_1654,2024-11-03 09:00:00+00,3.0,-1.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.055,0,0.54,0.54,0.54,-0.46,-0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.54,-0.46,-0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,4,35,34,"ai,hardware"
id_1655,2024-12-04 09:00:00+00,3.5,-0.8999999999999999,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.056,1,0.55,0.55,0.55,-0.45,-0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,-0.45,-0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,5,36,35,"earnings,software"
id_1656,2024-01-05 09:00:00+00,4.0,-0.6,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.057,-1,0.56,0.56,0.56,-0.44,-0.44,0.56,0.56,0.56,0.56,0.56,0.56,0.56,-0.44,-0.44,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,6,37,36,"ai,hardware"
id_1657,2024-02-06 09:00:00+00,4.5,-0.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.058,0,0.57,0.57,0.57,-0.43,-0.43,0.57,0.57,0.57,0.57,0.57,0.57,0.57,-0.43,-0.43,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,7,38,37,"earnings,software"
id_1658,2024-03-07 09:00:00+00,5.0,0.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.059000000000000004,1,0.58,0.58,0.58,-0.42,-0.42,0.58,0.58,0.58,0.58,0.58,0.58,0.58,-0.42,-0.42,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,8,39,38,"ai,hardware"
id_1659,2024-04-08 09:00:00+00,-5.0,0.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.06,-1,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,9,40,39,"earnings,software"
id_1660,2024-05-09 09:00:00+00,-4.5,0.6,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.061,0,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,41,40,"ai,hardware"
id_1661,2024-06-10 09:00:00+00,-4.0,0.8999999999999999,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.062,1,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,42,41,"earnings,software"
id_1662,2024-07-11 09:00:00+00,-3.5,1.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.063,-1,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,2,43,42,"ai,hardware"
id_1663,2024-08-12 09:00:00+00,-3.0,1.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.064,0,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3,44,43,"earnings,software"
id_1664,2024-09-13 09:00:00+00,-2.5,1.7999999999999998,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.065,1,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,4,45,44,"ai,hardware"
id_1665,2024-10-14 09:00:00+00,-2.0,2.1,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.066,-1,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,5,46,45,"earnings,software"
id_1666,2024-11-15 09:00:00+00,-1.5,2.4,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.067,0,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,6,47,46,"ai,hardware"
id_1667,2024-12-16 09:00:00+00,-1.0,2.6999999999999997,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.068,1,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7,48,47,"earnings,software"
id_1668,2024-01-17 09:00:00+00,-0.5,3.0,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.069,-1,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,8,49,48,"ai,hardware"
id_1669,2024-02-18 09:00:00+00,0.0,3.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.07,0,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,9,50,49,"earnings,software"
id_1670,2024-03-19 09:00:00+00,0.5,3.5999999999999996,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.07100000000000001,1,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,51,50,"ai,hardware"
id_1671,2024-04-20 09:00:00+00,1.0,3.9,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.072,-1,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1,52,51,"earnings,software"
id_1672,2024-05-21 09:00:00+00,1.5,4.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.073,0,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,2,53,52,"ai,hardware"
id_1673,2024-06-22 09:00:00+00,2.0,4.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.074,1,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,3,54,53,"earnings,software"
id_1674,2024-07-23 09:00:00+00,2.5,-4.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.075,-1,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,4,55,54,"ai,hardware"
id_1675,2024-08-24 09:00:00+00,3.0,-4.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.076,0,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,5,56,55,"earnings,software"
id_1676,2024-09-25 09:00:00+00,3.5,-3.9,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.077,1,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,6,57,56,"ai,hardware"
id_1677,2024-10-26 09:00:00+00,4.0,-3.5999999999999996,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.078,-1,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7,58,57,"earnings,software"
id_1678,2024-11-27 09:00:00+00,4.5,-3.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.079,0,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,8,59,58,"ai,hardware"
id_1679,2024-12-28 09:00:00+00,5.0,-3.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.08,1,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,9,60,59,"earnings,software"
id_1680,2024-01-01 09:00:00+00,-5.0,-2.6999999999999997,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.081,-1,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,61,60,"ai,hardware"
id_1681,2024-02-02 09:00:00+00,-4.5,-2.4,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.082,0,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1,62,61,"earnings,software"
id_1682,2024-03-03 09:00:00+00,-4.0,-2.1,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.083,1,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,2,63,62,"ai,hardware"
